datetime,ow_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,year,month,day,hour,day_of_week,is_weekend,aqi_change_rate,aqi_change_rate_pct,aqi_rolling_3h,aqi_rolling_24h,pm2_5_rolling_3h,pm2_5_rolling_24h,pm10_rolling_3h,pm10_rolling_24h,no2_rolling_3h,no2_rolling_24h,so2_rolling_3h,so2_rolling_24h,co_rolling_3h,co_rolling_24h,o3_rolling_3h,o3_rolling_24h,target_aqi,target_aqi_category
2025-08-18 22:00:00,2,83.07,0.0,0.1,34.2,0.23,13.43,25.14,0.0,2025,8,18,22,0,0,0.0,0.0,2.0,2.0,13.286666666666669,11.721666666666666,26.19333333333333,26.870416666666667,0.1,0.0808333333333333,0.2066666666666666,0.1279166666666666,83.73333333333333,84.76291666666667,33.46666666666666,31.649583333333336,2,1
2025-08-18 23:00:00,2,82.4,0.0,0.11,35.13,0.24,12.92,21.7,0.0,2025,8,18,23,0,0,0.0,0.0,2.0,2.0,13.28,11.82,24.656666666666663,26.71125,0.1033333333333333,0.0820833333333333,0.2233333333333333,0.1341666666666666,83.06666666666668,84.70333333333333,34.24333333333333,31.750416666666663,2,1
2025-08-19 00:00:00,2,81.81,0.0,0.11,36.13,0.24,12.4,19.18,0.0,2025,8,19,0,1,0,0.0,0.0,2.0,2.0,12.916666666666666,11.892916666666666,22.00666666666667,26.45208333333333,0.1066666666666666,0.0833333333333333,0.2366666666666666,0.1399999999999999,82.42666666666666,84.61208333333333,35.153333333333336,31.907083333333333,2,1
2025-08-19 01:00:00,2,80.9,0.0,0.12,36.82,0.23,11.56,17.18,0.0,2025,8,19,1,1,0,0.0,0.0,2.0,2.0,12.293333333333337,11.926249999999998,19.35333333333333,26.11083333333333,0.1133333333333333,0.085,0.2366666666666666,0.145,81.70333333333333,84.48375,36.02666666666667,32.10458333333333,2,1
2025-08-19 02:00:00,2,80.42,0.0,0.12,37.37,0.22,11.0,16.4,0.0,2025,8,19,2,1,0,0.0,0.0,2.0,2.0,11.653333333333334,11.93,17.586666666666666,25.726666666666663,0.1166666666666666,0.0866666666666666,0.2299999999999999,0.15,81.04333333333334,84.32958333333333,36.77333333333333,32.34291666666667,2,1
2025-08-19 03:00:00,2,80.08,0.0,0.13,37.74,0.22,10.74,16.29,0.0,2025,8,19,3,1,0,0.0,0.0,2.0,2.0,11.1,11.916666666666666,16.62333333333333,25.315416666666664,0.1233333333333333,0.0883333333333333,0.2233333333333333,0.1554166666666666,80.46666666666667,84.15291666666667,37.31,32.60458333333333,2,1
2025-08-19 04:00:00,2,79.85,0.0,0.13,37.87,0.21,10.35,15.62,0.0,2025,8,19,4,1,0,0.0,0.0,2.0,2.0,10.696666666666664,11.893333333333333,16.10333333333333,24.88333333333333,0.1266666666666666,0.09,0.2166666666666666,0.1608333333333333,80.11666666666666,83.94375,37.66,32.85666666666666,2,1
2025-08-19 05:00:00,1,79.8,0.01,0.12,37.9,0.2,9.63,14.06,0.0,2025,8,19,5,1,0,-1.0,-50.0,1.6666666666666667,1.9583333333333333,10.24,11.842916666666667,15.323333333333332,24.387083333333333,0.1266666666666666,0.09125,0.21,0.1658333333333333,79.91000000000001,83.70541666666666,37.836666666666666,33.10791666666666,1,1
2025-08-19 06:00:00,1,79.95,0.01,0.11,37.72,0.18,8.74,12.25,0.0,2025,8,19,6,1,0,0.0,0.0,1.3333333333333333,1.9166666666666667,9.573333333333332,11.747916666666669,13.976666666666668,23.797083333333333,0.12,0.0920833333333333,0.1966666666666666,0.1695833333333333,79.86666666666666,83.4575,37.82999999999999,33.34875,1,1
2025-08-19 07:00:00,1,80.02,0.01,0.1,37.32,0.16,8.31,11.34,0.0,2025,8,19,7,1,0,0.0,0.0,1.0,1.875,8.893333333333333,11.614583333333336,12.550000000000002,23.1075,0.11,0.0933333333333333,0.18,0.1725,79.92333333333333,83.2075,37.64666666666667,33.57458333333334,1,1
2025-08-19 08:00:00,1,80.01,0.01,0.1,36.82,0.15,8.37,11.18,0.0,2025,8,19,8,1,0,0.0,0.0,1.0,1.8333333333333333,8.473333333333334,11.462083333333332,11.589999999999998,22.35,0.1033333333333333,0.095,0.1633333333333333,0.1754166666666666,79.99333333333333,82.96624999999999,37.28666666666666,33.79666666666667,1,1
2025-08-19 09:00:00,1,79.91,0.01,0.1,36.4,0.14,8.44,11.06,0.0,2025,8,19,9,1,0,0.0,0.0,1.0,1.7916666666666667,8.373333333333333,11.303333333333333,11.193333333333332,21.572916666666668,0.1,0.0970833333333333,0.15,0.1783333333333333,79.98,82.73583333333333,36.84666666666666,34.025,1,1
2025-08-19 10:00:00,1,80.24,0.01,0.1,36.39,0.14,8.41,10.88,0.0,2025,8,19,10,1,0,0.0,0.0,1.0,1.75,8.406666666666666,11.144166666666663,11.04,20.811666666666667,0.1,0.0991666666666666,0.1433333333333333,0.18125,80.05333333333334,82.53291666666667,36.53666666666667,34.26833333333334,1,1
2025-08-19 11:00:00,1,80.18,0.0,0.11,36.42,0.14,8.29,10.86,0.0,2025,8,19,11,1,0,0.0,0.0,1.0,1.7083333333333333,8.38,10.983333333333334,10.933333333333332,20.063333333333333,0.1033333333333333,0.10125,0.14,0.1833333333333333,80.11,82.33916666666667,36.40333333333333,34.525,1,1
2025-08-19 12:00:00,1,80.07,0.0,0.11,36.62,0.14,8.42,11.27,0.0,2025,8,19,12,1,0,0.0,0.0,1.0,1.6666666666666667,8.373333333333333,10.834583333333333,11.003333333333332,19.34583333333333,0.1066666666666666,0.1033333333333333,0.14,0.1841666666666666,80.16333333333334,82.15125,36.47666666666667,34.795,1,1
2025-08-19 13:00:00,1,80.1,0.0,0.11,37.09,0.14,8.87,12.19,0.0,2025,8,19,13,1,0,0.0,0.0,1.0,1.625,8.526666666666666,10.711666666666666,11.44,18.68125,0.11,0.1045833333333333,0.14,0.1841666666666666,80.11666666666666,81.95875,36.71,35.08208333333334,1,1
2025-08-19 14:00:00,1,79.95,0.0,0.11,37.34,0.16,9.62,13.91,0.0,2025,8,19,14,1,0,0.0,0.0,1.0,1.5833333333333333,8.969999999999999,10.62625,12.456666666666663,18.102500000000003,0.11,0.1058333333333333,0.1466666666666667,0.1841666666666667,80.03999999999999,81.75416666666666,37.01666666666667,35.37208333333333,1,1
2025-08-19 15:00:00,2,79.61,0.0,0.11,37.64,0.17,10.4,15.96,0.0,2025,8,19,15,1,0,1.0,100.0,1.3333333333333333,1.5833333333333333,9.63,10.577916666666669,14.02,17.622083333333332,0.11,0.1066666666666666,0.1566666666666666,0.1841666666666666,79.88666666666667,81.52666666666667,37.35666666666666,35.66166666666667,2,1
2025-08-19 16:00:00,2,79.65,0.0,0.1,38.06,0.2,11.11,18.9,0.0,2025,8,19,16,1,0,0.0,0.0,1.6666666666666667,1.5833333333333333,10.376666666666669,10.565416666666666,16.256666666666668,17.325833333333332,0.1066666666666666,0.1070833333333333,0.1766666666666666,0.185,79.73666666666666,81.30125,37.68,35.95666666666667,2,1
2025-08-19 17:00:00,2,79.72,0.0,0.1,38.51,0.23,11.76,22.73,0.0,2025,8,19,17,1,0,0.0,0.0,2.0,1.5833333333333333,11.089999999999998,10.571666666666667,19.19666666666667,17.21625,0.1033333333333333,0.1075,0.1999999999999999,0.1870833333333333,79.66000000000001,81.07541666666667,38.07,36.24958333333333,2,1
2025-08-19 18:00:00,2,79.8,0.0,0.09,39.02,0.26,12.2,26.68,0.0,2025,8,19,18,1,0,0.0,0.0,2.0,1.5833333333333333,11.69,10.5775,22.77,17.253333333333334,0.0966666666666666,0.1075,0.2299999999999999,0.1904166666666666,79.72333333333333,80.85666666666667,38.53,36.545,2,1
2025-08-19 19:00:00,2,79.72,0.0,0.09,39.61,0.28,12.49,30.48,0.0,2025,8,19,19,1,0,0.0,0.0,2.0,1.5833333333333333,12.15,10.57875,26.63,17.445833333333333,0.0933333333333333,0.1075,0.2566666666666666,0.1945833333333333,79.74666666666666,80.64125,39.04666666666666,36.84666666666667,2,1
2025-08-19 20:00:00,2,79.34,0.0,0.09,40.05,0.3,12.75,33.9,0.0,2025,8,19,20,1,0,0.0,0.0,2.0,1.5833333333333333,12.48,10.570833333333333,30.35333333333333,17.762083333333333,0.09,0.1070833333333333,0.28,0.1991666666666667,79.61999999999999,80.43041666666666,39.56,37.14875,2,1
2025-08-19 21:00:00,2,78.84,0.0,0.09,40.41,0.32,13.09,36.94,0.0,2025,8,19,21,1,0,0.0,0.0,2.0,1.5833333333333333,12.776666666666666,10.554166666666664,33.77333333333333,18.17083333333333,0.09,0.1066666666666666,0.3,0.2041666666666667,79.3,80.22666666666667,40.02333333333333,37.44083333333334,2,1
2025-08-19 22:00:00,2,78.35,0.0,0.09,40.65,0.32,12.49,31.69,0.0,2025,8,19,22,1,0,0.0,0.0,2.0,1.5833333333333333,12.776666666666666,10.515,34.17666666666667,18.44375,0.09,0.10625,0.3133333333333333,0.2079166666666666,78.84333333333333,80.03,40.37,37.709583333333335,2,1
2025-08-19 23:00:00,2,78.01,0.0,0.09,40.72,0.3,11.91,26.52,0.0,2025,8,19,23,1,0,0.0,0.0,2.0,1.5833333333333333,12.496666666666668,10.472916666666666,31.716666666666665,18.644583333333333,0.09,0.1054166666666666,0.3133333333333333,0.2104166666666667,78.39999999999999,79.84708333333333,40.59333333333333,37.9425,2,1
2025-08-20 00:00:00,2,77.99,0.0,0.09,40.59,0.29,11.79,25.08,0.0,2025,8,20,0,2,0,0.0,0.0,2.0,1.5833333333333333,12.063333333333333,10.4475,27.76333333333333,18.890416666666667,0.09,0.1045833333333333,0.3033333333333333,0.2125,78.11666666666666,79.68791666666667,40.653333333333336,38.12833333333333,2,1
2025-08-20 01:00:00,2,78.39,0.0,0.09,40.28,0.28,11.94,24.59,0.0,2025,8,20,1,2,0,0.0,0.0,2.0,1.5833333333333333,11.88,10.463333333333331,25.396666666666665,19.199166666666667,0.09,0.1033333333333333,0.29,0.2145833333333333,78.13,79.58333333333333,40.53,38.2725,2,1
2025-08-20 02:00:00,2,78.69,0.0,0.09,39.82,0.27,11.93,23.05,0.0,2025,8,20,2,2,0,0.0,0.0,2.0,1.5833333333333333,11.886666666666663,10.502083333333331,24.24,19.47625,0.09,0.1020833333333333,0.28,0.2166666666666666,78.35666666666667,79.51125,40.23,38.37458333333333,2,1
2025-08-20 03:00:00,2,78.99,0.0,0.1,39.21,0.25,11.61,20.57,0.0,2025,8,20,3,2,0,0.0,0.0,2.0,1.5833333333333333,11.826666666666668,10.538333333333332,22.736666666666668,19.65458333333333,0.0933333333333333,0.1008333333333333,0.2666666666666666,0.2179166666666666,78.69,79.46583333333332,39.77,38.435833333333335,2,1
2025-08-20 04:00:00,2,79.63,0.0,0.11,38.65,0.24,10.62,17.11,0.0,2025,8,20,4,2,0,0.0,0.0,2.0,1.5833333333333333,11.386666666666663,10.549583333333333,20.24333333333333,19.716666666666665,0.0999999999999999,0.0999999999999999,0.2533333333333333,0.2191666666666667,79.10333333333334,79.45666666666666,39.22666666666667,38.46833333333333,2,1
2025-08-20 05:00:00,1,80.57,0.0,0.12,38.13,0.26,9.44,14.19,0.0,2025,8,20,5,2,0,-1.0,-50.0,1.6666666666666667,1.5833333333333333,10.556666666666668,10.541666666666666,17.29,19.72208333333333,0.11,0.0999999999999999,0.25,0.2216666666666666,79.73,79.48875,38.66333333333333,38.477916666666665,1,1
2025-08-20 06:00:00,1,81.84,0.0,0.11,37.75,0.32,8.26,11.93,0.0,2025,8,20,6,2,0,0.0,0.0,1.3333333333333333,1.5833333333333333,9.44,10.521666666666668,14.409999999999998,19.70875,0.1133333333333333,0.0999999999999999,0.2733333333333334,0.2275,80.67999999999999,79.56750000000001,38.17666666666667,38.47916666666666,1,1
2025-08-20 07:00:00,1,83.91,0.01,0.11,37.66,0.34,7.31,10.76,0.0,2025,8,20,7,2,0,0.0,0.0,1.0,1.5833333333333333,8.336666666666668,10.48,12.293333333333331,19.68458333333333,0.1133333333333333,0.1004166666666666,0.3066666666666667,0.235,82.10666666666667,79.72958333333334,37.84666666666666,38.49333333333333,1,1
2025-08-20 08:00:00,1,86.27,0.01,0.11,37.68,0.34,6.75,10.47,0.0,2025,8,20,8,2,0,0.0,0.0,1.0,1.5833333333333333,7.44,10.4125,11.053333333333336,19.655,0.11,0.1008333333333333,0.3333333333333333,0.2429166666666666,84.00666666666666,79.99041666666666,37.696666666666665,38.52916666666667,1,1
2025-08-20 09:00:00,1,89.37,0.01,0.12,38.0,0.36,6.42,10.53,0.0,2025,8,20,9,2,0,0.0,0.0,1.0,1.5833333333333333,6.826666666666667,10.328333333333331,10.586666666666668,19.632916666666667,0.1133333333333333,0.1016666666666666,0.3466666666666667,0.2520833333333334,86.51666666666667,80.38458333333334,37.78,38.59583333333334,1,1
2025-08-20 10:00:00,1,92.96,0.01,0.11,38.68,0.36,6.58,11.16,0.0,2025,8,20,10,2,0,0.0,0.0,1.0,1.5833333333333333,6.583333333333333,10.252083333333331,10.72,19.644583333333333,0.1133333333333333,0.1020833333333333,0.3533333333333333,0.26125,89.53333333333335,80.91458333333334,38.12,38.69125,1,1
2025-08-20 11:00:00,1,95.5,0.01,0.13,39.19,0.37,7.12,12.39,0.0,2025,8,20,11,2,0,0.0,0.0,1.0,1.5833333333333333,6.706666666666667,10.203333333333331,11.36,19.70833333333333,0.12,0.1029166666666666,0.3633333333333333,0.2708333333333333,92.61,81.55291666666666,38.623333333333335,38.806666666666665,1,1
2025-08-20 12:00:00,1,97.36,0.01,0.15,39.7,0.38,7.84,14.04,0.0,2025,8,20,12,2,0,0.0,0.0,1.0,1.5833333333333333,7.18,10.179166666666664,12.53,19.82375,0.13,0.1045833333333333,0.37,0.2808333333333333,95.27333333333333,82.27333333333333,39.190000000000005,38.935,1,1
2025-08-20 13:00:00,1,100.77,0.0,0.19,40.74,0.43,8.64,15.42,0.0,2025,8,20,13,2,0,0.0,0.0,1.0,1.5833333333333333,7.866666666666667,10.169583333333334,13.95,19.95833333333333,0.1566666666666666,0.1079166666666666,0.3933333333333333,0.2929166666666666,97.87666666666668,83.13458333333334,39.876666666666665,39.08708333333333,1,1
2025-08-20 14:00:00,1,104.43,0.0,0.25,41.79,0.5,9.24,15.89,0.0,2025,8,20,14,2,0,0.0,0.0,1.0,1.5833333333333333,8.573333333333332,10.15375,15.116666666666667,20.04083333333333,0.1966666666666666,0.11375,0.4366666666666667,0.3070833333333333,100.85333333333334,84.15458333333333,40.74333333333333,39.2725,1,1
2025-08-20 15:00:00,1,108.69,0.0,0.33,42.77,0.56,9.68,15.91,0.0,2025,8,20,15,2,0,0.0,0.0,1.0,1.5416666666666667,9.186666666666667,10.12375,15.74,20.03875,0.2566666666666666,0.1229166666666666,0.4966666666666666,0.3233333333333333,104.63,85.36625,41.76666666666667,39.486250000000005,1,1
2025-08-20 16:00:00,2,119.83,0.0,0.55,44.92,0.76,10.32,16.43,0.0,2025,8,20,16,2,0,1.0,100.0,1.3333333333333333,1.5416666666666667,9.746666666666668,10.090833333333332,16.076666666666664,19.93583333333333,0.3766666666666667,0.1416666666666666,0.6066666666666667,0.3466666666666667,110.98333333333332,87.04041666666666,43.16,39.772083333333335,2,1
2025-08-20 17:00:00,2,131.6,0.0,0.78,46.59,1.04,11.08,17.71,0.0,2025,8,20,17,2,0,0.0,0.0,1.6666666666666667,1.5416666666666667,10.36,10.0625,16.683333333333334,19.726666666666667,0.5533333333333333,0.17,0.7866666666666667,0.3804166666666666,120.04,89.20208333333333,44.76,40.10875,2,1
2025-08-20 18:00:00,2,137.31,0.0,0.9,46.89,1.22,11.63,19.06,0.0,2025,8,20,18,2,0,0.0,0.0,2.0,1.5416666666666667,11.01,10.03875,17.733333333333334,19.409166666666668,0.7433333333333333,0.20375,1.0066666666666666,0.4204166666666666,129.58,91.59833333333331,46.13333333333333,40.43666666666667,2,1
2025-08-20 19:00:00,2,136.02,0.0,0.87,45.9,1.37,11.38,18.42,0.0,2025,8,20,19,2,0,0.0,0.0,2.0,1.5416666666666667,11.363333333333337,9.9925,18.396666666666665,18.906666666666663,0.85,0.23625,1.21,0.4658333333333333,134.9766666666667,93.94416666666666,46.46,40.69875,2,1
2025-08-20 20:00:00,2,132.19,0.0,0.77,44.42,1.42,10.62,16.44,0.0,2025,8,20,20,2,0,0.0,0.0,2.0,1.5416666666666667,11.21,9.90375,17.973333333333333,18.179166666666667,0.8466666666666667,0.2645833333333333,1.336666666666667,0.5125,135.17333333333332,96.14625,45.73666666666667,40.880833333333335,2,1
2025-08-20 21:00:00,1,129.88,0.0,0.73,43.41,1.43,9.91,14.66,0.0,2025,8,20,21,2,0,-1.0,-50.0,1.6666666666666667,1.5,10.636666666666663,9.77125,16.506666666666664,17.250833333333333,0.79,0.29125,1.4066666666666665,0.55875,132.6966666666667,98.27291666666667,44.57666666666666,41.005833333333335,1,1
2025-08-20 22:00:00,1,126.4,0.0,0.69,42.15,1.28,9.37,13.61,0.0,2025,8,20,22,2,0,0.0,0.0,1.3333333333333333,1.4583333333333333,9.966666666666669,9.64125,14.903333333333334,16.4975,0.73,0.31625,1.3766666666666667,0.59875,129.49,100.275,43.32666666666666,41.068333333333335,1,1
2025-08-20 23:00:00,1,121.14,0.0,0.64,40.71,1.1,8.93,13.04,0.0,2025,8,20,23,2,0,0.0,0.0,1.0,1.4166666666666667,9.403333333333334,9.517083333333334,13.77,15.935833333333337,0.6866666666666666,0.3391666666666666,1.27,0.6320833333333333,125.80666666666666,102.07208333333334,42.09,41.06791666666667,1,1
2025-08-21 00:00:00,1,117.72,0.0,0.6,39.84,1.0,8.58,12.56,0.0,2025,8,21,0,3,0,0.0,0.0,1.0,1.375,8.959999999999999,9.383333333333333,13.07,15.414166666666668,0.6433333333333333,0.3604166666666666,1.1266666666666667,0.6616666666666667,121.75333333333332,103.72749999999998,40.9,41.03666666666667,1,1
2025-08-21 01:00:00,1,118.63,0.0,0.59,40.6,1.04,8.59,12.45,0.0,2025,8,21,1,3,0,0.0,0.0,1.0,1.3333333333333333,8.700000000000001,9.24375,12.683333333333332,14.908333333333331,0.61,0.38125,1.0466666666666666,0.6933333333333334,119.16333333333334,105.40416666666664,40.38333333333333,41.05,1,1
2025-08-21 02:00:00,1,117.9,0.0,0.54,40.81,0.95,8.48,12.29,0.0,2025,8,21,2,3,0,0.0,0.0,1.0,1.2916666666666667,8.549999999999999,9.1,12.433333333333332,14.46,0.5766666666666667,0.3999999999999999,0.9966666666666668,0.7216666666666667,118.08333333333331,107.03791666666666,40.41666666666666,41.09125,1,1
2025-08-21 03:00:00,1,115.29,0.0,0.51,40.71,0.84,8.17,11.71,0.0,2025,8,21,3,3,0,0.0,0.0,1.0,1.25,8.413333333333334,8.956666666666667,12.15,14.090833333333334,0.5466666666666667,0.4170833333333333,0.9433333333333334,0.74625,117.27333333333333,108.55041666666666,40.70666666666667,41.15375,1,1
2025-08-21 04:00:00,1,112.6,0.02,0.47,40.61,0.74,7.84,11.08,0.0,2025,8,21,4,3,0,0.0,0.0,1.0,1.2083333333333333,8.163333333333332,8.840833333333334,11.693333333333332,13.839583333333332,0.5066666666666667,0.4320833333333333,0.8433333333333333,0.7670833333333333,115.26333333333332,109.92416666666666,40.71,41.235416666666666,1,1
2025-08-21 05:00:00,1,108.89,0.03,0.38,40.46,0.62,7.41,10.33,0.0,2025,8,21,5,3,0,0.0,0.0,1.0,1.2083333333333333,7.806666666666666,8.75625,11.04,13.67875,0.4533333333333333,0.4429166666666667,0.7333333333333334,0.7820833333333334,112.26,111.10416666666669,40.59333333333333,41.3325,1,1
2025-08-21 06:00:00,1,104.02,0.03,0.25,40.51,0.47,6.8,9.36,0.0,2025,8,21,6,3,0,0.0,0.0,1.0,1.2083333333333333,7.35,8.695416666666667,10.256666666666668,13.571666666666664,0.3666666666666667,0.44875,0.61,0.7883333333333334,108.50333333333332,112.02833333333336,40.52666666666666,41.4475,1,1
2025-08-21 07:00:00,1,100.12,0.02,0.15,40.86,0.31,6.04,8.16,0.0,2025,8,21,7,3,0,0.0,0.0,1.0,1.2083333333333333,6.75,8.6425,9.283333333333331,13.463333333333331,0.26,0.4504166666666666,0.4666666666666666,0.7870833333333334,104.34333333333332,112.70375,40.61,41.58083333333334,1,1
2025-08-21 08:00:00,1,96.39,0.01,0.11,40.28,0.19,5.14,7.05,0.0,2025,8,21,8,3,0,0.0,0.0,1.0,1.2083333333333333,5.993333333333333,8.575416666666667,8.19,13.320833333333336,0.17,0.4504166666666667,0.3233333333333333,0.7808333333333334,100.17666666666668,113.12541666666664,40.55,41.689166666666665,1,1
2025-08-21 09:00:00,1,94.02,0.01,0.08,39.46,0.14,4.33,6.31,0.0,2025,8,21,9,3,0,0.0,0.0,1.0,1.2083333333333333,5.169999999999999,8.488333333333333,7.173333333333333,13.144999999999998,0.1133333333333333,0.44875,0.2133333333333333,0.7716666666666666,96.84333333333332,113.31916666666666,40.2,41.75,1,1
2025-08-21 10:00:00,1,95.03,0.01,0.07,39.4,0.13,3.76,5.82,0.0,2025,8,21,10,3,0,0.0,0.0,1.0,1.2083333333333333,4.41,8.370833333333334,6.3933333333333335,12.9225,0.0866666666666666,0.4470833333333333,0.1533333333333333,0.7620833333333334,95.14666666666666,113.40541666666668,39.71333333333333,41.78,1,1
2025-08-21 11:00:00,1,97.31,0.0,0.07,39.46,0.12,3.47,5.63,0.0,2025,8,21,11,3,0,0.0,0.0,1.0,1.2083333333333333,3.853333333333333,8.21875,5.919999999999999,12.640833333333331,0.0733333333333333,0.4445833333333333,0.13,0.7516666666666666,95.45333333333332,113.48083333333334,39.44,41.79125,1,1
2025-08-21 12:00:00,1,100.85,0.0,0.08,39.98,0.12,3.53,5.82,0.0,2025,8,21,12,3,0,0.0,0.0,1.0,1.2083333333333333,3.5866666666666664,8.039166666666667,5.756666666666667,12.298333333333334,0.0733333333333333,0.4416666666666666,0.1233333333333333,0.7408333333333333,97.73,113.62624999999998,39.61333333333333,41.80291666666667,1,1
2025-08-21 13:00:00,1,104.41,0.0,0.09,40.82,0.13,3.83,6.29,0.0,2025,8,21,13,3,0,0.0,0.0,1.0,1.2083333333333333,3.61,7.83875,5.913333333333334,11.917916666666663,0.08,0.4375,0.1233333333333333,0.7283333333333334,100.85666666666668,113.77791666666666,40.086666666666666,41.80625,1,1
2025-08-21 14:00:00,1,107.46,0.0,0.11,41.67,0.13,4.29,6.82,0.0,2025,8,21,14,3,0,0.0,0.0,1.0,1.2083333333333333,3.883333333333333,7.6325,6.31,11.54,0.0933333333333333,0.4316666666666667,0.1266666666666666,0.7129166666666668,104.24,113.90416666666664,40.82333333333333,41.80125,1,1
2025-08-21 15:00:00,1,109.43,0.0,0.11,42.39,0.13,4.84,7.35,0.0,2025,8,21,15,3,0,0.0,0.0,1.0,1.2083333333333333,4.32,7.430833333333333,6.82,11.183333333333332,0.1033333333333333,0.4225,0.13,0.695,107.1,113.935,41.626666666666665,41.78541666666667,1,1
2025-08-21 16:00:00,1,110.63,0.0,0.11,42.82,0.12,5.31,7.74,0.0,2025,8,21,16,3,0,0.0,0.0,1.0,1.1666666666666667,4.8133333333333335,7.222083333333334,7.303333333333334,10.82125,0.11,0.4041666666666666,0.1266666666666666,0.6683333333333333,109.17333333333332,113.55166666666666,42.29333333333334,41.69791666666666,1,1
2025-08-21 17:00:00,1,111.68,0.0,0.11,43.14,0.12,5.74,8.16,0.0,2025,8,21,17,3,0,0.0,0.0,1.0,1.125,5.296666666666666,6.999583333333334,7.75,10.423333333333334,0.11,0.37625,0.1233333333333333,0.63,110.58,112.72166666666668,42.78333333333334,41.55416666666667,1,1
2025-08-21 18:00:00,1,112.55,0.0,0.11,43.41,0.12,6.12,8.65,0.0,2025,8,21,18,3,0,0.0,0.0,1.0,1.0833333333333333,5.723333333333334,6.77,8.183333333333334,9.989583333333334,0.11,0.3433333333333333,0.12,0.5841666666666666,111.62,111.69,43.123333333333335,41.40916666666667,1,1
2025-08-21 19:00:00,1,113.52,0.0,0.11,43.53,0.13,6.4,9.38,0.0,2025,8,21,19,3,0,0.0,0.0,1.0,1.0416666666666667,6.086666666666667,6.5625,8.730000000000002,9.612916666666669,0.11,0.3116666666666667,0.1233333333333333,0.5325000000000001,112.58333333333331,110.7525,43.35999999999999,41.31041666666667,1,1
2025-08-21 20:00:00,1,115.04,0.0,0.12,43.68,0.15,6.6,10.39,0.0,2025,8,21,20,3,0,0.0,0.0,1.0,1.0,6.373333333333334,6.395,9.473333333333334,9.360833333333334,0.1133333333333333,0.2845833333333333,0.1333333333333333,0.4795833333333333,113.70333333333332,110.03791666666666,43.54,41.27958333333333,1,1
2025-08-21 21:00:00,1,117.13,0.0,0.12,43.74,0.18,6.81,11.54,0.0,2025,8,21,21,3,0,0.0,0.0,1.0,1.0,6.603333333333333,6.265833333333333,10.436666666666667,9.230833333333331,0.1166666666666666,0.2591666666666666,0.1533333333333333,0.4275,115.23,109.50666666666666,43.65,41.29333333333333,1,1
2025-08-21 22:00:00,1,120.26,0.0,0.12,43.88,0.19,6.99,12.24,0.0,2025,8,21,22,3,0,0.0,0.0,1.0,1.0,6.8,6.166666666666667,11.39,9.17375,0.12,0.2354166666666666,0.1733333333333333,0.3820833333333333,117.47666666666667,109.25083333333332,43.76666666666667,41.36541666666667,1,1
2025-08-21 23:00:00,1,123.31,0.0,0.12,43.99,0.2,7.11,12.72,0.0,2025,8,21,23,3,0,0.0,0.0,1.0,1.0,6.97,6.090833333333333,12.166666666666666,9.160416666666668,0.12,0.21375,0.1899999999999999,0.3445833333333333,120.23333333333332,109.34125,43.870000000000005,41.50208333333333,1,1
2025-08-22 00:00:00,1,125.96,0.0,0.12,43.94,0.21,7.18,13.18,0.0,2025,8,22,0,4,0,0.0,0.0,1.0,1.0,7.093333333333334,6.0325,12.713333333333331,9.18625,0.12,0.1937499999999999,0.2,0.3116666666666667,123.17666666666666,109.68458333333336,43.93666666666667,41.67291666666667,1,1
2025-08-22 01:00:00,1,127.27,0.0,0.12,43.84,0.21,7.2,13.43,0.0,2025,8,22,1,4,0,0.0,0.0,1.0,1.0,7.163333333333334,5.974583333333334,13.11,9.227083333333333,0.12,0.1741666666666666,0.2066666666666666,0.2770833333333333,125.51333333333334,110.04458333333334,43.92333333333334,41.80791666666667,1,1
2025-08-22 02:00:00,1,127.99,0.0,0.12,43.75,0.21,7.19,13.3,0.0,2025,8,22,2,4,0,0.0,0.0,1.0,1.0,7.19,5.920833333333333,13.303333333333336,9.269166666666669,0.12,0.1566666666666666,0.21,0.24625,127.07333333333334,110.465,43.84333333333333,41.930416666666666,1,1
2025-08-22 03:00:00,1,128.27,0.0,0.13,43.77,0.21,7.07,12.73,0.0,2025,8,22,3,4,0,0.0,0.0,1.0,1.0,7.153333333333333,5.875,13.153333333333334,9.311666666666666,0.1233333333333333,0.1408333333333333,0.21,0.22,127.84333333333332,111.00583333333331,43.78666666666667,42.05791666666666,1,1
2025-08-22 04:00:00,1,128.45,0.0,0.13,43.79,0.19,6.79,11.53,0.0,2025,8,22,4,4,0,0.0,0.0,1.0,1.0,7.016666666666667,5.83125,12.52,9.330416666666666,0.1266666666666666,0.1266666666666666,0.2033333333333333,0.1970833333333333,128.23666666666668,111.66625,43.77,42.19041666666667,1,1
2025-08-22 05:00:00,1,128.13,0.0,0.13,43.81,0.18,6.55,10.57,0.0,2025,8,22,5,4,0,0.0,0.0,1.0,1.0,6.803333333333334,5.795416666666667,11.61,9.340416666666666,0.13,0.11625,0.1933333333333333,0.17875,128.28333333333333,112.46791666666664,43.79,42.330000000000005,1,1
