baseline,advanced,cv,final_classifier_accuracy,final_classifier_f1_macro,regression_mae,regression_rmse,regression_r2
"                 Model  Accuracy  F1-score
0        Decision Tree  0.997211  0.992582
2  Logistic Regression  0.924686  0.910510
1                  KNN  0.890516  0.879421
3          Naive Bayes  0.683403  0.656759","               Model  Accuracy  F1-score
1  Gradient Boosting  0.996513  0.991978
0      Random Forest  0.995119  0.991217
2           LightGBM  0.992329  0.991099
3            XGBoost  0.987448  0.980457","               Model  Mean Accuracy  Std Accuracy
1  Gradient Boosting       0.998678      0.000916
0      Random Forest       0.998111      0.000790
2           LightGBM       0.996506      0.001141
3            XGBoost       0.994806      0.001302",0.9881450488145049,0.982052070460153,0.012147679352001705,0.004464282006061524,0.9965403254192311
